Query String,Sentence,Ambiguity Signature Class,Ground-Truth Contextual Target,Conflicting Classical Parse Output,SpaCy_Raw_Pred,SpaCy_Routed_Context,SpaCy_Generated_Answer,SpaCy_CtxRel,SpaCy_Faith,SpaCy_AnsRel,Agentic_Raw_Pred,Agentic_Routed_Context,Agentic_Generated_Answer,Agentic_CtxRel,Agentic_Faith,Agentic_AnsRel,Quantum_Raw_Pred,Quantum_Routed_Context,Quantum_Generated_Answer,Quantum_CtxRel,Quantum_Faith,Quantum_AnsRel,Quantum_Outperformed_SpaCy,Quantum_Outperformed_Agentic,VIOLA_MOMENT
What physical object made direct contact to mark the map?,The general marked the map with the red wax resting on the map pin.,Lexical Echo,The red wax.,The map pin.,0,The map pin.,The map pin.,54.10641479492188,100.0,54.10641479492188,0,The map pin.,The map pin.,54.10641479492188,100.0,54.10641479492188,0,The map pin.,The map pin.,54.10641479492188,100.0,54.10641479492188,False,False,False
What physical object made direct contact to drop the bomb?,The bomber dropped the bomb with the plastic trigger wired to the bomb release.,Lexical Echo,The plastic trigger.,The bomb release.,0,The bomb release.,The physical object that made direct contact to drop the bomb was the bomb release.,47.69573974609375,56.355464935302734,89.82970428466797,0,The bomb release.,The physical object that made direct contact to drop the bomb was the bomb release.,47.69573974609375,56.355464935302734,89.82970428466797,0,The bomb release.,The physical object that made direct contact to drop the bomb was the bomb release.,47.69573974609375,56.355464935302734,89.82970428466797,False,False,False
What physical object made direct contact to lay the brick?,The mason laid the brick with the wooden wedge guiding the brick trowel.,Lexical Echo,The wooden wedge is the target for: what physical object made direct contact to lay the brick?,trowel..,1,The wooden wedge is the target for: what physical object made direct contact to lay the brick?,The wooden wedge is the target for the hammer.,90.90068817138672,55.9824333190918,37.30172348022461,1,The wooden wedge is the target for: what physical object made direct contact to lay the brick?,The wooden wedge is the target for the hammer.,90.90068817138672,55.9824333190918,37.30172348022461,1,The wooden wedge is the target for: what physical object made direct contact to lay the brick?,The wooden wedge is the target for the hammer.,90.90068817138672,55.9824333190918,37.30172348022461,False,False,False
What physical object made direct contact to nail the shingle?,The roofer nailed the shingle with the steel tack piercing the shingle hammer.,Lexical Echo,The steel tack.,The shingle hammer.,0,The shingle hammer.,The shingle hammer.,61.81118392944336,100.0,61.81118392944336,0,The shingle hammer.,The shingle hammer.,61.81118392944336,100.0,61.81118392944336,1,The steel tack.,The steel tack.,47.2853889465332,100.0,47.2853889465332,True,True,True
What physical object made direct contact to cut the stud?,The framer cut the stud with the iron blade touching the stud saw.,Lexical Echo,The iron blade.,The stud saw.,0,The stud saw.,The saw.,65.37483978271484,73.98333740234375,38.33419799804688,0,The stud saw.,The saw made direct contact to cut the stud.,65.37483978271484,83.21046447753906,77.07076263427734,1,The iron blade.,The iron blade.,35.4716911315918,100.0000228881836,35.4716911315918,True,True,True
What physical object made direct contact to prime the trim?,The painter primed the trim with the foam roller shielding the trim brush.,Lexical Echo,The foam roller is the target for: what physical object made direct contact to prime the trim?,brush..,1,The foam roller is the target for: what physical object made direct contact to prime the trim?,The physical object that made direct contact to prime the trim is the foam roller.,76.97373962402344,94.21891021728516,79.15986633300781,1,The foam roller is the target for: what physical object made direct contact to prime the trim?,The physical object that made direct contact to prime the trim is the foam roller.,76.97373962402344,94.21891021728516,79.15986633300781,1,The foam roller is the target for: what physical object made direct contact to prime the trim?,The physical object that made direct contact to prime the trim is the foam roller.,76.97373962402344,94.21891021728516,79.15986633300781,False,False,False
What physical object made direct contact to smooth the wall?,The plasterer smoothed the wall with the plastic float skimming the wall trowel.,Lexical Echo,The plastic float.,The wall trowel.,0,The wall trowel.,The wall trowel.,47.310977935791016,100.0000228881836,47.310977935791016,0,The wall trowel.,The wall trowel.,47.310977935791016,100.0000228881836,47.310977935791016,1,The plastic float.,The plastic float.,28.80275535583496,100.00001525878906,28.80275535583496,True,True,True
What physical object made direct contact to fuse the joint?,The welder fused the joint with the tungsten tip touching the joint torch.,Lexical Echo,The tungsten tip.,The joint torch.,0,The joint torch.,The torch.,50.31258010864258,78.77320861816406,23.112043380737305,0,The joint torch.,The torch.,50.31258010864258,78.77320861816406,23.112043380737305,0,The joint torch.,The torch.,50.31258010864258,78.77320861816406,23.112043380737305,False,False,False
What physical object made direct contact to cap the wire?,The electrician capped the wire with the plastic nut threading the wire crimper.,Lexical Echo,The plastic nut is the target for: what physical object made direct contact to cap the wire?,crimper..,1,The plastic nut is the target for: what physical object made direct contact to cap the wire?,The physical object that made direct contact to cap the wire is the plastic nut.,84.848388671875,91.51651763916016,75.13307189941406,1,The plastic nut is the target for: what physical object made direct contact to cap the wire?,The physical object that made direct contact to cap the wire is the plastic nut.,84.848388671875,91.51651763916016,75.13307189941406,0,crimper..,The crimper.,19.81591033935547,90.53524017333984,26.47760581970215,False,False,False
What physical object made direct contact to cut the pipe?,The plumber cut the pipe with the steel wheel rotating the pipe cutter.,Lexical Echo,The steel wheel.,The pipe cutter.,0,The pipe cutter.,The pipe cutter.,73.67414855957031,100.0,73.67414855957031,0,The pipe cutter.,The pipe cutter.,73.67414855957031,100.0,73.67414855957031,1,The steel wheel.,The steel wheel.,24.432939529418945,100.0,24.432939529418945,True,True,True
What physical object made direct contact to score the glass?,The glazier scored the glass with the diamond wheel tracing the glass cutter.,Lexical Echo,The diamond wheel.,The glass cutter.,0,The glass cutter.,The glass cutter.,59.99052429199219,100.0,59.99052429199219,0,The glass cutter.,The glass cutter.,59.99052429199219,100.0,59.99052429199219,0,The glass cutter.,The glass cutter.,59.99052429199219,100.0,59.99052429199219,False,False,False
What physical object made direct contact to hoist the beam?,The rigger hoisted the beam with the steel cable hooking the beam crane.,Lexical Echo,The steel cable is the target for: what physical object made direct contact to hoist the beam?,crane..,1,The steel cable is the target for: what physical object made direct contact to hoist the beam?,The steel cable is the target for the pulley.,84.78924560546875,60.48634719848633,30.18548583984375,1,The steel cable is the target for: what physical object made direct contact to hoist the beam?,The steel cable is the target for the pulley.,84.78924560546875,60.48634719848633,30.18548583984375,1,The steel cable is the target for: what physical object made direct contact to hoist the beam?,The steel cable is the target for the pulley.,84.78924560546875,60.48634719848633,30.18548583984375,False,False,False
What physical object made direct contact to bale the hay?,The farmer baled the hay with the twine string wrapping the hay baler.,Lexical Echo,The twine string.,The hay baler.,0,The hay baler.,The physical object that made direct contact to bale the hay is the baler's rollers.,66.48212432861328,68.45665740966797,84.21550750732422,0,The hay baler.,The physical object that made direct contact to bale the hay is the baler's rollers.,66.48212432861328,68.45665740966797,84.21550750732422,0,The hay baler.,The physical object that made direct contact to bale the hay is the baler's rollers.,66.48212432861328,68.45665740966797,84.21550750732422,False,False,False
What physical object made direct contact to brand the calf?,The rancher branded the calf with the iron stamp burning the calf brand.,Lexical Echo,The iron stamp.,The calf brand.,0,The calf brand.,The physical object that made direct contact to brand the calf is a hot iron.,71.94496154785156,63.02658462524414,80.9469223022461,0,The calf brand.,The physical object that made direct contact to brand the calf is a hot iron.,71.94496154785156,63.02658462524414,80.9469223022461,1,The iron stamp.,The iron stamp.,25.928163528442383,100.0,25.928163528442383,True,True,True
What physical object made direct contact to clip the sheep?,The shearer clipped the sheep with the steel blade sliding the sheep shear.,Lexical Echo,The steel blade is the target for: what physical object made direct contact to clip the sheep?,shear..,1,The steel blade is the target for: what physical object made direct contact to clip the sheep?,The physical object that made direct contact to clip the sheep is the steel blade.,89.16502380371094,96.61392211914062,85.82874298095703,1,The steel blade is the target for: what physical object made direct contact to clip the sheep?,The physical object that made direct contact to clip the sheep is the steel blade.,89.16502380371094,96.61392211914062,85.82874298095703,1,The steel blade is the target for: what physical object made direct contact to clip the sheep?,The physical object that made direct contact to clip the sheep is the steel blade.,89.16502380371094,96.61392211914062,85.82874298095703,False,False,False
What physical object made direct contact to pump the milk?,The milker pumped the milk with the rubber cup squeezing the milk machine.,Lexical Echo,The rubber cup.,The milk machine.,0,The milk machine.,The physical object that made direct contact to pump the milk is the machine's pump.,58.45977020263672,68.17704772949219,88.57926177978516,0,The milk machine.,The physical object that made direct contact to pump the milk is the machine's pump.,58.45977020263672,68.17704772949219,88.57926177978516,1,The rubber cup.,The rubber cup.,36.75031280517578,100.00001525878906,36.75031280517578,True,True,True
What physical object made direct contact to pluck the apple?,The picker plucked the apple with the wire basket trapping the apple picker.,Lexical Echo,The wire basket.,The apple picker.,0,The apple picker.,The physical object that made direct contact to pluck the apple is the apple picker.,54.95002365112305,74.66121673583984,86.46257781982422,0,The apple picker.,The physical object that made direct contact to pluck the apple is the apple picker.,54.95002365112305,74.66121673583984,86.46257781982422,1,The wire basket.,The wire basket.,29.108184814453125,100.00001525878906,29.108184814453125,True,True,True
What physical object made direct contact to till the soil?,The plowman tilled the soil with the iron spike dragging the soil plow.,Lexical Echo,The iron spike is the target for: what physical object made direct contact to till the soil?,plow..,1,The iron spike is the target for: what physical object made direct contact to till the soil?,The iron spike is the target for the plow.,81.02472686767578,65.17444610595703,35.466922760009766,1,The iron spike is the target for: what physical object made direct contact to till the soil?,The iron spike is the target for the plow.,81.02472686767578,65.17444610595703,35.466922760009766,1,The iron spike is the target for: what physical object made direct contact to till the soil?,The iron spike is the target for the plow.,81.02472686767578,65.17444610595703,35.466922760009766,False,False,False
What physical object made direct contact to cast the seed?,The sower cast the seed with the cloth bag feeding the seed spreader.,Lexical Echo,The cloth bag.,The seed spreader.,0,The seed spreader.,The physical object that made direct contact to cast the seed is the seed spreader.,59.71574783325195,75.87317657470703,88.0700912475586,0,The seed spreader.,The physical object that made direct contact to cast the seed is the seed spreader.,59.71574783325195,75.87317657470703,88.0700912475586,0,The seed spreader.,The physical object that made direct contact to cast the seed is the seed spreader.,59.71574783325195,75.87317657470703,88.0700912475586,False,False,False
What physical object made direct contact to cut the wheat?,The reaper cut the wheat with the wooden scythe clearing the wheat thresher.,Lexical Echo,The wooden scythe.,The wheat thresher.,0,The wheat thresher.,The physical object that made direct contact to cut the wheat is the thresher's blades.,47.53899383544922,64.50550842285156,78.880126953125,0,The wheat thresher.,The sickle.,47.53899383544922,38.53908920288086,14.210403442382812,1,The wooden scythe.,The wooden scythe.,38.04232406616211,100.00001525878906,38.04232406616211,True,True,True
What physical object made direct contact to crush the grape?,The vintner crushed the grape with the wooden vat holding the grape press.,Lexical Echo,The wooden vat is the target for: what physical object made direct contact to crush the grape?,press..,1,The wooden vat is the target for: what physical object made direct contact to crush the grape?,The physical object that made direct contact to crush the grape is a foot.,85.01664733886719,76.02398681640625,87.94723510742188,1,The wooden vat is the target for: what physical object made direct contact to crush the grape?,The physical object that made direct contact to crush the grape is a foot.,85.01664733886719,76.02398681640625,87.94723510742188,1,The wooden vat is the target for: what physical object made direct contact to crush the grape?,The physical object that made direct contact to crush the grape is a foot.,85.01664733886719,76.02398681640625,87.94723510742188,False,False,False
What physical object made direct contact to smoke the hive?,The beekeeper smoked the hive with the pine cone burning in the hive smoker.,Lexical Echo,The pine cone.,The hive smoker.,0,The hive smoker.,The hive smoker.,66.91651153564453,100.00001525878906,66.91651153564453,0,The hive smoker.,The hive smoker.,66.91651153564453,100.00001525878906,66.91651153564453,1,The pine cone.,The pine cone.,27.629518508911133,100.00001525878906,27.629518508911133,True,True,True
What physical object made direct contact to drain the oil?,The mechanic drained the oil with the plastic pan catching the oil plug.,Lexical Echo,The plastic pan.,The oil plug.,0,The oil plug.,The oil plug.,60.78970336914063,100.0,60.78970336914063,0,The oil plug.,The oil plug.,60.78970336914063,100.0,60.78970336914063,0,The oil plug.,The oil plug.,60.78970336914063,100.0,60.78970336914063,False,False,False
What physical object made direct contact to wax the hood?,The detailer waxed the hood with the microfiber cloth covering the hood buffer.,Lexical Echo,The microfiber cloth is the target for: what physical object made direct contact to wax the hood?,buffer..,1,The microfiber cloth is the target for: what physical object made direct contact to wax the hood?,The physical object that made direct contact to wax the hood is the microfiber cloth.,87.30587768554688,95.71907043457033,86.72625732421875,1,The microfiber cloth is the target for: what physical object made direct contact to wax the hood?,The physical object that made direct contact to wax the hood is the microfiber cloth.,87.30587768554688,95.71907043457033,86.72625732421875,1,The microfiber cloth is the target for: what physical object made direct contact to wax the hood?,The physical object that made direct contact to wax the hood is the microfiber cloth.,87.30587768554688,95.71907043457033,86.72625732421875,False,False,False
What physical object made direct contact to shift the gear?,The driver shifted the gear with the leather knob pushing the gear stick.,Lexical Echo,The leather knob.,The gear stick.,0,The gear stick.,The physical object that made direct contact to shift the gear is the gear stick.,56.50389099121094,71.3165512084961,88.53620147705078,0,The gear stick.,The physical object that made direct contact to shift the gear is the gear stick.,56.50389099121094,71.3165512084961,88.53620147705078,0,The gear stick.,The physical object that made direct contact to shift the gear is the gear stick.,56.50389099121094,71.3165512084961,88.53620147705078,False,False,False
What physical object made direct contact to lower the flap?,The pilot lowered the flap with the plastic switch controlling the flap lever.,Lexical Echo,The plastic switch.,The flap lever.,0,The flap lever.,The physical object that made direct contact to lower the flap is the flap lever.,67.54553985595703,73.08834838867188,87.6504135131836,0,The flap lever.,The physical object that made direct contact to lower the flap is the flap lever.,67.54553985595703,73.08834838867188,87.6504135131836,1,The plastic switch.,The plastic switch.,36.3087043762207,99.99998474121094,36.3087043762207,True,True,True
What physical object made direct contact to punch the ticket?,The conductor punched the ticket with the steel pin piercing the ticket punch.,Lexical Echo,The steel pin is the target for: what physical object made direct contact to punch the ticket?,punch..,1,The steel pin is the target for: what physical object made direct contact to punch the ticket?,The steel pin is the target for the golf ball.,84.76740264892578,66.80290985107422,39.18003463745117,1,The steel pin is the target for: what physical object made direct contact to punch the ticket?,The steel pin is the target for the golf ball.,84.76740264892578,66.80290985107422,39.18003463745117,1,The steel pin is the target for: what physical object made direct contact to punch the ticket?,The steel pin is the target for the golf ball.,84.76740264892578,66.80290985107422,39.18003463745117,False,False,False
What physical object made direct contact to map the depth?,The captain mapped the depth with the lead weight sinking the depth sounder.,Lexical Echo,The lead weight.,The depth sounder.,0,The depth sounder.,The echo sounder's sonar transducer made direct contact to map the depth.,43.94728469848633,59.97987365722656,66.22765350341797,0,The depth sounder.,The echo sounder's sonar transducer made direct contact to map the depth.,43.94728469848633,59.97987365722656,66.22765350341797,1,The lead weight.,The lead weight.,18.39706039428711,100.0,18.39706039428711,True,True,True
What physical object made direct contact to secure the load?,The trucker secured the load with the nylon strap tying the load binder.,Lexical Echo,The nylon strap.,The load binder.,0,The load binder.,The load binder.,36.06191253662109,100.0,36.06191253662109,0,The load binder.,The load binder.,36.06191253662109,100.0,36.06191253662109,1,The nylon strap.,The nylon strap.,39.24798202514648,100.00001525878906,39.24798202514648,True,True,True
What physical object made direct contact to patch the tube?,The cyclist patched the tube with the rubber square covering the tube patch.,Lexical Echo,The rubber square is the target for: what physical object made direct contact to patch the tube?,patch..,1,The rubber square is the target for: what physical object made direct contact to patch the tube?,The rubber square is the target for: a tire patch.,86.3194580078125,73.58562469482422,50.235687255859375,1,The rubber square is the target for: what physical object made direct contact to patch the tube?,The rubber square is the target for: a patch.,86.3194580078125,76.90669250488281,52.46263122558594,0,patch..,The patch was made by a rubber patch.,25.575061798095703,52.30781936645508,58.57226943969727,False,False,False
What physical object made direct contact to tighten the truck?,The skater tightened the truck with the steel wrench turning the truck bolt.,Lexical Echo,The steel wrench.,The truck bolt.,0,The truck bolt.,The wrench made direct contact to tighten the truck.,59.11005783081055,62.02553939819336,78.47062683105469,0,The truck bolt.,The wrench made direct contact to tighten the truck.,59.11005783081055,62.02553939819336,78.47062683105469,0,The truck bolt.,The wrench made direct contact to tighten the truck.,59.11005783081055,62.02553939819336,78.47062683105469,False,False,False
What physical object made direct contact to spur the horse?,The rider spurred the horse with the brass wheel poking the horse saddle.,Lexical Echo,The brass wheel.,The horse saddle.,0,The horse saddle.,The physical object that made direct contact to spur the horse is the saddle.,51.34684371948242,77.12185668945312,85.60075378417969,0,The horse saddle.,The physical object that made direct contact to spur the horse is the saddle.,51.34684371948242,77.12185668945312,85.60075378417969,1,The brass wheel.,The brass wheel.,32.23097229003906,100.0,32.23097229003906,True,True,True
What physical object made direct contact to bless the water?,The priest blessed the water with the silver cross touching the water font.,Lexical Echo,The silver cross is the target for: what physical object made direct contact to bless the water?,font..,1,The silver cross is the target for: what physical object made direct contact to bless the water?,The physical object that made direct contact to bless the water is the silver cross.,78.87750244140625,96.01605224609376,79.27530670166016,1,The silver cross is the target for: what physical object made direct contact to bless the water?,The physical object that made direct contact to bless the water is the silver cross.,78.87750244140625,96.01605224609376,79.27530670166016,1,The silver cross is the target for: what physical object made direct contact to bless the water?,The physical object that made direct contact to bless the water is the silver cross.,78.87750244140625,96.01605224609376,79.27530670166016,False,False,False
What physical object made direct contact to strike the gong?,The monk struck the gong with the wooden mallet hitting the gong striker.,Lexical Echo,The wooden mallet.,The gong striker.,0,The gong striker.,The mallet.,47.56178283691406,35.26418685913086,25.253761291503903,0,The gong striker.,The mallet.,47.56178283691406,35.26418685913086,25.253761291503903,1,The wooden mallet.,The wooden mallet.,33.38800048828125,100.0,33.38800048828125,True,True,True
What physical object made direct contact to bang the gavel?,The judge banged the gavel with the wooden block hitting the gavel pad.,Lexical Echo,The wooden block.,The gavel pad.,0,The gavel pad.,The gavel itself.,33.83015823364258,57.36821746826172,37.80484008789063,0,The gavel pad.,The gavel.,33.83015823364258,65.78369140625,38.69228363037109,1,The wooden block.,The wooden block.,35.17628479003906,100.0000228881836,35.17628479003906,True,True,True
What physical object made direct contact to cut the ribbon?,The mayor cut the ribbon with the steel shear slicing the ribbon scissor.,Lexical Echo,The steel shear is the target for: what physical object made direct contact to cut the ribbon?,scissor..,1,The steel shear is the target for: what physical object made direct contact to cut the ribbon?,The steel scissors.,88.99234771728516,61.89616394042969,55.15231323242188,1,The steel shear is the target for: what physical object made direct contact to cut the ribbon?,The steel scissors.,88.99234771728516,61.89616394042969,55.15231323242188,1,The steel shear is the target for: what physical object made direct contact to cut the ribbon?,The steel scissors.,88.99234771728516,61.89616394042969,55.15231323242188,False,False,False
What physical object made direct contact to stamp the seal?,The king stamped the seal with the brass ring pressing the seal wax.,Lexical Echo,The brass ring.,The seal wax.,0,The seal wax.,The physical object that made direct contact to stamp the seal is the seal stamp.,57.078861236572266,43.766448974609375,88.51698303222656,0,The seal wax.,The physical object that made direct contact to stamp the seal is the seal stamp.,57.078861236572266,43.766448974609375,88.51698303222656,0,The seal wax.,The physical object that made direct contact to stamp the seal is the seal stamp.,57.078861236572266,43.766448974609375,88.51698303222656,False,False,False
What physical object made direct contact to don the crown?,The queen donned the crown with the silk pillow carrying the crown jewel.,Lexical Echo,The silk pillow.,The crown jewel.,0,The crown jewel.,The physical object that made direct contact to don the crown is the head.,45.894474029541016,43.86050796508789,86.1500015258789,0,The crown jewel.,The physical object that made direct contact to don the crown is the head.,45.894474029541016,43.86050796508789,86.1500015258789,1,The silk pillow.,The silk pillow.,14.485949516296388,100.0,14.485949516296388,True,True,True
What physical object made direct contact to polish the armor?,The knight polished the armor with the wool rag wiping the armor wax.,Lexical Echo,The wool rag is the target for: what physical object made direct contact to polish the armor?,wax..,1,The wool rag is the target for: what physical object made direct contact to polish the armor?,The physical object that made direct contact to polish the armor is the wool rag.,84.96536254882812,96.7412338256836,85.34306335449219,1,The wool rag is the target for: what physical object made direct contact to polish the armor?,The physical object that made direct contact to polish the armor is the wool rag.,84.96536254882812,96.7412338256836,85.34306335449219,0,wax..,The cloth used to polish the armor was made direct contact.,23.9587459564209,18.84761428833008,86.1485824584961,False,False,False
What physical object made direct contact to brew the potion?,The wizard brewed the potion with the glass phial holding the potion flask.,Lexical Echo,The glass phial.,The potion flask.,0,The potion flask.,The wooden spoon.,63.523555755615234,36.84710311889648,37.51689910888672,0,The potion flask.,The wooden spoon.,63.523555755615234,36.84710311889648,37.51689910888672,0,The potion flask.,The wooden spoon.,63.523555755615234,36.84710311889648,37.51689910888672,False,False,False
What physical object made direct contact to curse the doll?,The witch cursed the doll with the bone needle piercing the doll pin.,Lexical Echo,The bone needle.,The doll pin.,0,The doll pin.,The pin.,62.52059173583984,77.44986724853516,31.89771842956543,0,The doll pin.,The pin.,62.52059173583984,77.44986724853516,31.89771842956543,1,The bone needle.,The bone needle.,33.97834396362305,99.9999771118164,33.97834396362305,True,True,True
What physical object made direct contact to steer the galleon?,The pirate steered the galleon with the wooden spoke turning the galleon wheel.,Lexical Echo,The wooden spoke is the target for: what physical object made direct contact to steer the galleon?,wheel..,1,The wooden spoke is the target for: what physical object made direct contact to steer the galleon?,The physical object that made direct contact to steer the galleon is the rudder.,87.78954315185547,78.88848876953125,85.69725799560547,1,The wooden spoke is the target for: what physical object made direct contact to steer the galleon?,The wooden spoke is the target for the rudder.,87.78954315185547,57.98151397705078,32.857852935791016,1,The wooden spoke is the target for: what physical object made direct contact to steer the galleon?,The physical object that made direct contact to steer the galleon is the rudder.,87.78954315185547,78.88848876953125,85.69725799560547,False,False,False
What physical object made direct contact to crack the vein?,The miner cracked the vein with the iron pick hitting the vein drill.,Lexical Echo,The iron pick.,The vein drill.,0,The vein drill.,The drill bit.,64.46101379394531,63.580345153808594,24.157224655151367,0,The vein drill.,The drill bit.,64.46101379394531,63.580345153808594,24.157224655151367,1,The iron pick.,The iron pick.,15.586490631103516,100.0,15.586490631103516,True,True,True
What physical object made direct contact to sift the gold?,The prospector sifted the gold with the copper mesh lining the gold pan.,Lexical Echo,The copper mesh.,The gold pan.,0,The gold pan.,The gold pan.,49.71343994140625,99.99998474121094,49.71343994140625,0,The gold pan.,The gold pan.,49.71343994140625,99.99998474121094,49.71343994140625,1,The copper mesh.,The copper mesh.,43.57476043701172,100.0000228881836,43.57476043701172,True,True,True
What physical object made direct contact to quench the sword?,The smith quenched the sword with the oil barrel submerging the sword trough.,Lexical Echo,The oil barrel is the target for: what physical object made direct contact to quench the sword?,trough..,1,The oil barrel is the target for: what physical object made direct contact to quench the sword?,The oil barrel.,81.33328247070312,57.9793815612793,19.822629928588867,1,The oil barrel is the target for: what physical object made direct contact to quench the sword?,The oil barrel.,81.33328247070312,57.9793815612793,19.822629928588867,1,The oil barrel is the target for: what physical object made direct contact to quench the sword?,The oil barrel.,81.33328247070312,57.9793815612793,19.822629928588867,False,False,False
What physical object made direct contact to glue the feather?,The fletcher glued the feather with the pine pitch binding the feather clamp.,Lexical Echo,The pine pitch.,The feather clamp.,0,The feather clamp.,The anvil.,62.448238372802734,38.820648193359375,23.713621139526367,0,The feather clamp.,The anvil.,62.448238372802734,38.820648193359375,23.713621139526367,1,The pine pitch.,The pine pitch.,24.30732154846192,100.0,24.30732154846192,True,True,True
What physical object made direct contact to string the bow?,The bowyer strung the bow with the nylon string bending the bow stringer.,Lexical Echo,The nylon string.,The bow stringer.,0,The bow stringer.,The bow stringer.,71.75891876220703,100.0,71.75891876220703,0,The bow stringer.,The bow stringer.,71.75891876220703,100.0,71.75891876220703,1,The nylon string.,The physical object that made direct contact to string the bow is the bow's bowstring.,60.61130905151367,57.50789642333984,93.09090423583984,True,True,True
What physical object made direct contact to scrape the hide?,The tanner scraped the hide with the stone blade scraping the hide scraper.,Lexical Echo,The stone blade is the target for: what physical object made direct contact to scrape the hide?,scraper..,1,The stone blade is the target for: what physical object made direct contact to scrape the hide?,The physical object that made direct contact to scrape the hide is the stone blade.,82.33130645751953,95.10063934326172,83.09845733642578,1,The stone blade is the target for: what physical object made direct contact to scrape the hide?,The physical object that made direct contact to scrape the hide is the stone blade.,82.33130645751953,95.10063934326172,83.09845733642578,1,The stone blade is the target for: what physical object made direct contact to scrape the hide?,The physical object that made direct contact to scrape the hide is the stone blade.,82.33130645751953,95.10063934326172,83.09845733642578,False,False,False
What physical object made direct contact to nail the sole?,The cobbler nailed the sole with the iron tack piercing the sole hammer.,Lexical Echo,The iron tack.,The sole hammer.,0,The sole hammer.,The hammer.,54.45206069946289,90.20100402832033,35.09233474731445,0,The sole hammer.,The hammer.,54.45206069946289,90.20100402832033,35.09233474731445,0,The sole hammer.,The hammer.,54.45206069946289,90.20100402832033,35.09233474731445,False,False,False
What physical object made direct contact to bind the barrel?,The cooper bound the barrel with the iron hoop strapping the barrel clamp.,Lexical Echo,The iron hoop.,The barrel clamp.,0,The barrel clamp.,The barrel clamp.,62.87032318115234,100.00001525878906,62.87032318115234,0,The barrel clamp.,The barrel clamp.,62.87032318115234,100.00001525878906,62.87032318115234,1,The iron hoop.,The iron hoop.,26.48859405517578,100.0,26.48859405517578,True,True,True
What physical object made direct contact to shave the spoke?,The wheelwright shaved the spoke with the steel knife cutting the spoke lathe.,Lexical Echo,The steel knife is the target for: what physical object made direct contact to shave the spoke?,lathe..,1,The steel knife is the target for: what physical object made direct contact to shave the spoke?,The steel knife.,86.50310516357422,65.31172180175781,38.34069442749024,1,The steel knife is the target for: what physical object made direct contact to shave the spoke?,The steel knife.,86.50310516357422,65.31172180175781,38.34069442749024,0,lathe..,The tool rest made direct contact to shave the spoke.,32.02595520019531,27.90457344055176,78.4560775756836,False,False,False
What physical object made direct contact to caulk the seam?,The shipwright caulked the seam with the oakum rope plugging the seam iron.,Lexical Echo,The oakum rope.,The seam iron.,0,The seam iron.,The seam iron.,55.561161041259766,99.99998474121094,55.561161041259766,0,The seam iron.,The seam iron.,55.561161041259766,99.99998474121094,55.561161041259766,0,The seam iron.,The seam iron.,55.561161041259766,99.99998474121094,55.561161041259766,False,False,False
What physical object made direct contact to place the gear?,The clockmaker placed the gear with the brass tweezer holding the gear driver.,Lexical Echo,The brass tweezer.,The gear driver.,0,The gear driver.,The physical object that made direct contact to place the gear is the gear driver.,56.69900894165039,75.67340087890625,86.25200653076172,0,The gear driver.,The physical object that made direct contact to place the gear is the gear driver.,56.69900894165039,75.67340087890625,86.25200653076172,1,The brass tweezer.,The brass tweezer.,26.75030899047852,100.00001525878906,26.75030899047852,True,True,True
What physical object made direct contact to turn the tumbler?,The locksmith turned the tumbler with the steel tensioner twisting the tumbler pick.,Lexical Echo,The steel tensioner is the target for: what physical object made direct contact to turn the tumbler?,pick..,1,The steel tensioner is the target for: what physical object made direct contact to turn the tumbler?,The steel tensioner.,88.79927062988281,66.59651184082031,43.92789077758789,1,The steel tensioner is the target for: what physical object made direct contact to turn the tumbler?,The steel tensioner.,88.79927062988281,66.59651184082031,43.92789077758789,1,The steel tensioner is the target for: what physical object made direct contact to turn the tumbler?,The steel tensioner.,88.79927062988281,66.59651184082031,43.92789077758789,False,False,False
What physical object made direct contact to grind the lens?,The optician ground the lens with the diamond dust scraping the lens grinder.,Lexical Echo,The diamond dust.,The lens grinder.,0,The lens grinder.,The wheel.,73.98259735107422,37.608001708984375,23.25565719604492,0,The lens grinder.,The wheel.,73.98259735107422,37.608001708984375,23.25565719604492,1,The diamond dust.,The diamond dust.,29.646142959594727,100.0,29.646142959594727,True,True,True
What physical object made direct contact to hack the rib?,The butcher hacked the rib with the steel cleaver chopping the rib saw.,Lexical Echo,The steel cleaver.,The rib saw.,0,The rib saw.,The saw blade made direct contact to hack the rib.,68.39592742919922,79.79051208496094,80.52836608886719,0,The rib saw.,The saw blade made direct contact to hack the rib.,68.39592742919922,79.79051208496094,80.52836608886719,1,The steel cleaver.,The steel cleaver.,34.28982925415039,100.00001525878906,34.28982925415039,True,True,True
What physical object made direct contact to dust the loaf?,The baker dusted the loaf with the flour sack patting the loaf basket.,Lexical Echo,The flour sack is the target for: what physical object made direct contact to dust the loaf?,basket..,1,The flour sack is the target for: what physical object made direct contact to dust the loaf?,The physical object that made direct contact to dust the loaf is the flour sack.,90.5287857055664,96.35687255859376,87.59698486328125,1,The flour sack is the target for: what physical object made direct contact to dust the loaf?,The physical object that made direct contact to dust the loaf is the flour sack.,90.5287857055664,96.35687255859376,87.59698486328125,1,The flour sack is the target for: what physical object made direct contact to dust the loaf?,The physical object that made direct contact to dust the loaf is the flour sack.,90.5287857055664,96.35687255859376,87.59698486328125,False,False,False
