Query_ID,Sentence,Unmitigated E(θ),Mitigated E(θ) (TREX),Probability Drift (ΔE),Unmitigated_Success,Mitigated_Success
Q_581,The tanner scraped the hide with the stone blade scraping the hide scraper.,0.8471,0.8767,0.0296,1,1
Q_582,The cobbler nailed the sole with the iron tack piercing the sole hammer.,-0.7868,-0.81,0.0232,1,1
Q_583,The cooper bound the barrel with the iron hoop strapping the barrel clamp.,0.8706,0.9027,0.0321,1,1
Q_584,The wheelwright shaved the spoke with the steel knife cutting the spoke lathe.,-1.0,-1.0,0.0,1,1
Q_585,The shipwright caulked the seam with the oakum rope plugging the seam iron.,-0.8345,-0.8627,0.0282,1,1
Q_586,The clockmaker placed the gear with the brass tweezer holding the gear driver.,0.8399,0.8687,0.0288,1,1
Q_587,The locksmith turned the tumbler with the steel tensioner twisting the tumbler pick.,0.7833,0.8061,0.0228,1,1
Q_588,The optician ground the lens with the diamond dust scraping the lens grinder.,0.752,0.7715,0.0195,0,0
Q_589,The butcher hacked the rib with the steel cleaver chopping the rib saw.,0.8864,0.9202,0.0338,1,1
Q_590,The baker dusted the loaf with the flour sack patting the loaf basket.,0.7515,0.7709,0.0194,0,0
Q_591,The maker poured the wax with the copper jug filling the wax mold.,0.8257,0.853,0.0273,1,1
Q_592,The tailor threaded the bobbin with the silk yarn looping the bobbin winder.,-0.7818,-0.8044,0.0226,1,1
Q_593,The cobbler stretched the shoe with the wooden last expanding the shoe stretcher.,0.8583,0.8891,0.0308,1,1
Q_594,The dyer steeped the fabric with the wooden paddle pushing the fabric vat.,0.8467,0.8762,0.0295,1,1
Q_595,The glassblower shaped the glass with the wet newspaper wrapping the glass pipe.,0.903,0.9385,0.0355,1,1
Q_596,The alchemist crushed the stone with the iron pestle grinding the stone mortar.,0.7792,0.8016,0.0224,1,1
Q_597,The astronomer focused the star with the glass eyepiece turning the star telescope.,0.7984,0.8228,0.0244,1,1
Q_598,The cartographer inked the map with the goose quill scratching the map pen.,0.7417,0.7601,0.0184,0,0
Q_599,The scribe erased the error with the pumice stone rubbing the error eraser.,0.7845,0.8074,0.0229,1,1
Q_600,The herald blew the horn with the brass mouthpiece touching the horn trumpet.,0.8502,0.8801,0.0299,1,1
Q_601,The bear awakened from hibernation stretched.,0.8806,0.9137,0.0331,1,1
Q_602,The laptop dropped on the floor shattered.,0.7462,0.7651,0.0189,0,0
Q_603,The phone dunked in the water shorted.,0.8896,0.9237,0.0341,1,1
Q_604,The batter poured into the pan sizzled.,0.9285,0.9667,0.0382,1,1
Q_605,The monument erected in the square remained.,0.8531,0.8833,0.0302,1,1
Q_606,The vine tangled in the fence withered.,0.9701,1.0,0.0299,1,1
Q_607,The bag packed for the trip ruptured.,0.7581,0.7782,0.0201,0,0
Q_608,The umbrella inverted in the wind snapped.,0.7204,0.7365,0.0161,0,0
Q_609,The vase knocked off the table smashed.,0.6777,0.6893,0.0116,0,0
Q_610,The custom passed down the generations endured.,0.9397,0.9791,0.0394,1,1
Q_611,The bullet fired from the gun ricocheted.,0.8723,0.9046,0.0323,1,1
Q_612,The wrench turned by the plumber rotated.,0.8156,0.8418,0.0262,1,1
Q_613,The rock hurled off the cliff plummeted.,0.8424,0.8715,0.0291,1,1
Q_614,The glass shoved across the bar tipped.,0.73,0.7471,0.0171,0,0
Q_615,The balloon filled with the helium burst.,1.0,1.0,0.0,1,1
Q_616,The rocket launched into the stratosphere exploded.,0.8303,0.8581,0.0278,1,1
Q_617,The log tossed into the campfire ignited.,0.8288,0.8564,0.0276,1,1
Q_618,The ship anchored in the bay drifted.,0.8781,0.911,0.0329,1,1
Q_619,The car parked on the incline rolled.,0.8585,0.8893,0.0308,1,1
Q_620,The wire strung across the gap snapped.,0.8379,0.8665,0.0286,1,1
Q_621,The bridge suspended over the gorge swayed.,0.7568,0.7768,0.02,0,0
Q_622,The ice dropped in the soda melted.,0.8577,0.8884,0.0307,1,1
Q_623,The meat thrown on the grill charred.,0.9706,1.0,0.0294,1,1
Q_624,The kite caught in the tree tore.,0.9276,0.9657,0.0381,1,1
Q_625,The wheel detached from the axle spun.,0.9475,0.9877,0.0402,1,1
Q_626,The coin flipped into the air landed.,0.7791,0.8015,0.0224,1,1
Q_627,The ball kicked across the field bounced.,-0.7408,-0.7591,0.0183,0,0
Q_628,The fabric left in the sun faded.,0.8099,0.8355,0.0256,1,1
Q_629,The letter slipped under the door vanished.,0.8245,0.8517,0.0272,1,1
Q_630,The snow packed into the snowball crumbled.,0.9075,0.9435,0.036,1,1
Q_631,The cloud pushed over the mountains dispersed.,0.6846,0.6969,0.0123,0,0
Q_632,The river diverted through the valley flooded.,0.9424,0.9821,0.0397,1,1
Q_633,The magma pushed to the surface erupted.,0.8074,0.8328,0.0254,1,1
Q_634,The gas compressed in the cylinder leaked.,0.7858,0.8089,0.0231,1,1
Q_635,The crystal grown in the lab fractured.,0.739,0.7571,0.0181,0,0
Q_636,The comet tracked through the sky disintegrated.,0.6876,0.7002,0.0126,0,0
Q_637,The leaf swept into the gutter decayed.,0.8859,0.9196,0.0337,1,1
Q_638,The sand swept across the dune shifted.,0.8259,0.8532,0.0273,1,1
Q_639,The egg dropped on the pavement cracked.,0.7168,0.7325,0.0157,0,0
Q_640,The milk poured into the mug spilled.,0.7164,0.7321,0.0157,0,0
Q_641,The soup microwaved for the minutes bubbled.,0.7931,0.8169,0.0238,1,1
Q_642,The cheese sliced for the sandwich molded.,0.9535,0.9944,0.0409,1,1
Q_643,The garlic roasted in the oven softened.,0.7992,0.8237,0.0245,1,1
Q_644,The tea spilled on the table stained.,0.6997,0.7136,0.0139,0,0
Q_645,The sugar stirred into the coffee dissolved.,0.8003,0.8249,0.0246,1,1
Q_646,The wine poured into the glass breathed.,0.7982,0.8226,0.0244,1,1
Q_647,The fruit boxed for the shipment bruised.,0.6042,0.608,0.0038,0,0
Q_648,The pasta boiled in the pot softened.,0.8157,0.8419,0.0262,1,1
Q_649,The boat tied to the dock bobbed.,0.8015,0.8262,0.0247,1,1
Q_650,The tire blown on the highway shredded.,0.8757,0.9083,0.0326,1,1
Q_651,The cart pushed down the aisle crashed.,0.9679,1.0,0.0321,1,1
Q_652,The sled dragged up the hill slid.,0.9101,0.9464,0.0363,1,1
Q_653,The helicopter landed on the roof waited.,0.7985,0.8229,0.0244,1,1
Q_654,The submarine submerged in the trench crushed.,0.7315,0.7488,0.0173,0,0
Q_655,The yacht moored in the marina swayed.,1.0,1.0,0.0,1,1
Q_656,The scooter abandoned in the park rusted.,0.8247,0.8519,0.0272,1,1
Q_657,The wagon hitched to the horse rattled.,0.8211,0.8479,0.0268,1,1
Q_658,The monitor smashed with the hammer shattered.,0.8181,0.8446,0.0265,1,1
Q_659,The keyboard soaked in the coffee failed.,0.8358,0.8642,0.0284,1,1
Q_660,The wire plugged into the socket sparked.,-0.8085,-0.834,0.0255,1,1
Q_661,The battery left in the remote corroded.,0.7741,0.7959,0.0218,1,1
Q_662,The drone flown into the tree crashed.,0.7763,0.7984,0.0221,1,1
Q_663,The data sent across the network corrupted.,0.8174,0.8438,0.0264,1,1
Q_664,The laser pointed at the sky blinked.,0.7765,0.7986,0.0221,1,1
Q_665,The switch flipped in the dark clicked.,0.763,0.7836,0.0206,0,0
Q_666,The screw stripped by the drill stuck.,0.8285,0.8561,0.0276,1,1
Q_667,The blade dulled by the wood chipped.,0.7996,0.8241,0.0245,1,1
Q_668,The rope pulled across the rock frayed.,0.9403,0.9798,0.0395,1,1
Q_669,The shirt washed in the hot water shrank.,0.6079,0.6121,0.0042,0,0
Q_670,The coat hung by the door fell.,0.9073,0.9433,0.036,1,1
Q_671,The glove dropped in the snow froze.,0.9197,0.957,0.0373,1,1
Q_672,The sock lost in the laundry vanished.,0.6541,0.6632,0.0091,0,0
Q_673,The scarf knitted by the grandmother unraveled.,0.7926,0.8164,0.0238,1,1
Q_674,The dress packed in the suitcase wrinkled.,0.7903,0.8138,0.0235,1,1
Q_675,The thread pulled from the seam snapped.,0.7074,0.7221,0.0147,0,0
Q_676,The zipper forced on the jacket broke.,0.7578,0.7779,0.0201,0,0
Q_677,The button sewn onto the collar popped.,0.7312,0.7485,0.0173,0,0
Q_678,The bridge built across the gorge collapsed.,0.9602,1.0,0.0398,1,1
Q_679,The tower struck by the lightning toppled.,0.8949,0.9296,0.0347,1,1
Q_680,The shed erected in the backyard settled.,0.9217,0.9592,0.0375,1,1
Q_681,The window smashed by the baseball shattered.,0.8777,0.9105,0.0328,1,1
Q_682,The door slammed in the wind bounced.,0.7297,0.7468,0.0171,0,0
Q_683,The tile laid in the bathroom cracked.,0.778,0.8002,0.0222,1,1
Q_684,The beam stressed by the weight buckled.,0.8591,0.89,0.0309,1,1
Q_685,The gate swung into the post latched.,0.7222,0.7385,0.0163,0,0
Q_686,The steps cut into the hill eroded.,0.877,0.9098,0.0328,1,1
Q_687,The letter mailed without the stamp returned.,0.8008,0.8255,0.0247,1,1
Q_688,The check deposited in the bank cleared.,0.79,0.8135,0.0235,1,1
Q_689,The map drawn on the parchment faded.,0.8769,0.9096,0.0327,1,1
Q_690,The picture hung on the wall tilted.,0.8555,0.886,0.0305,1,1
Q_691,The law passed by the council stood.,0.7911,0.8147,0.0236,1,1
Q_692,The memory repressed since the childhood surfaced.,0.9127,0.9493,0.0366,1,1
Q_693,The rumor whispered in the hall spread.,0.7335,0.751,0.0175,0,0
Q_694,The truth hidden from the public emerged.,0.8693,0.9012,0.0319,1,1
Q_695,The lie repeated on the television stuck.,0.8674,0.8991,0.0317,1,1
Q_696,The bottle thrown into the ocean drifted.,0.7952,0.8193,0.0241,1,1
Q_697,The key hidden under the mat disappeared.,0.8461,0.8756,0.0295,1,1
Q_698,The lock forced with the crowbar snapped.,0.7199,0.736,0.0161,0,0
Q_699,The shield bashed by the club splintered.,0.8939,0.9285,0.0346,1,1
Q_700,The helmet dropped on the stones cracked.,0.8052,0.8303,0.0251,1,1
Q_701,The drum beaten by the musician boomed.,0.7782,0.8005,0.0223,1,1
Q_702,The string plucked on the guitar hummed.,0.9039,0.9395,0.0356,1,1
Q_703,The flute played in the garden trilled.,0.7637,0.7844,0.0207,0,0
Q_704,The bell rung in the tower chimed.,0.7073,0.722,0.0147,0,0
Q_705,The whistle blown in the stadium shrilled.,0.6955,0.709,0.0135,0,0
Q_706,The horn sounded in the fog blared.,0.8685,0.9004,0.0319,1,1
Q_707,The microphone dropped on the stage squealed.,0.7176,0.7334,0.0158,0,0
Q_708,The camera focused on the subject clicked.,0.9604,1.0,0.0396,1,1
Q_709,The lens scratched by the sand blurred.,0.6534,0.6624,0.009,0,0
Q_710,The film exposed to the light fogged.,0.9557,0.9968,0.0411,1,1
Q_711,The canvas stretched over the frame tore.,0.8369,0.8654,0.0285,1,1
Q_712,The brush dipped in the paint dripped.,-0.8123,-0.8382,0.0259,1,1
Q_713,The clay molded on the wheel spun.,0.7764,0.7985,0.0221,1,1
Q_714,The statue carved from the stone weathered.,0.8519,0.882,0.0301,1,1
Q_715,The pot fired in the kiln cracked.,0.817,0.8434,0.0264,1,1
Q_716,The gem cut by the jeweler sparkled.,0.9083,0.9444,0.0361,1,1
Q_717,The diamond stolen from the vault vanished.,0.8291,0.8568,0.0277,1,1
Q_718,The gold buried in the chest remained.,0.832,0.86,0.028,1,1
Q_719,The treasure sunk with the ship rested.,0.7909,0.8145,0.0236,1,1
Q_720,The medal awarded to the hero tarnished.,0.8154,0.8416,0.0262,1,1
Q_721,The flag hoisted up the pole fluttered.,0.8446,0.8739,0.0293,1,1
Q_722,The banner strung across the street tore.,0.6832,0.6954,0.0122,0,0
Q_723,The tent pitched in the field collapsed.,0.7121,0.7273,0.0152,0,0
Q_724,The campfire built in the woods smoked.,-0.8795,-0.9125,0.033,1,1
Q_725,The match struck in the dark flared.,0.8337,0.8619,0.0282,1,1
Q_726,The candle lit on the table flickered.,0.8053,0.8304,0.0251,1,1
Q_727,The torch carried in the cave burned.,0.8215,0.8484,0.0269,1,1
Q_728,The lantern hung from the beam swung.,0.8478,0.8775,0.0297,1,1
Q_729,The bulb screwed into the socket shattered.,0.7768,0.7989,0.0221,1,1
Q_730,The mirror wiped with the cloth squeaked.,0.7577,0.7778,0.0201,0,0
Q_731,The glass filled with the water tipped.,0.8357,0.8641,0.0284,1,1
Q_732,The plate dropped on the tile smashed.,0.7417,0.7601,0.0184,0,0
Q_733,The bowl placed on the edge fell.,0.8527,0.8829,0.0302,1,1
Q_734,The fork left in the disposal jammed.,0.6838,0.696,0.0122,0,0
Q_735,The spoon bent in the ice cream snapped.,0.9023,0.9377,0.0354,1,1
Q_736,The knife dropped on the foot pierced.,0.8578,0.8885,0.0307,1,1
Q_737,The trap set in the woods snapped.,0.8405,0.8694,0.0289,1,1
Q_738,The net cast into the sea tangled.,0.8986,0.9337,0.0351,1,1
Q_739,The line snagged on the log snapped.,0.9532,0.9941,0.0409,1,1
Q_740,The hook baited with the worm dangled.,0.9011,0.9364,0.0353,1,1
Q_741,The bait taken by the fish disappeared.,0.6727,0.6838,0.0111,0,0
Q_742,The bobber pulled under the water surfaced.,0.7176,0.7334,0.0158,0,0
Q_743,The anchor dropped in the bay dragged.,0.77,0.7914,0.0214,0,1
Q_744,The sail caught in the wind billowed.,0.8221,0.849,0.0269,1,1
Q_745,The mast struck by the squall cracked.,0.8614,0.8925,0.0311,1,1
Q_746,The rudder turned to the left jammed.,0.7619,0.7824,0.0205,0,0
Q_747,The compass held in the hand spun.,0.8349,0.8632,0.0283,1,1
Q_748,The map folded in the pocket crumpled.,0.7596,0.7799,0.0203,0,0
Q_749,The clock wound in the morning ticked.,0.7711,0.7926,0.0215,0,1
Q_750,The watch dropped on the concrete stopped.,0.7075,0.7222,0.0147,0,0
Q_751,The pendulum swung in the case clicked.,0.7461,0.765,0.0189,0,0
Q_752,The calendar hung on the wall fell.,0.7119,0.7271,0.0152,0,0
Q_753,The diary locked in the drawer waited.,0.7419,0.7603,0.0184,0,0
Q_754,The journal written in the code baffled.,0.9043,0.94,0.0357,1,1
Q_755,The novel abandoned on the train traveled.,0.744,0.7626,0.0186,0,0
Q_756,The poem read to the crowd echoed.,1.0,1.0,0.0,1,1
Q_757,The script handed to the actor changed.,0.8595,0.8904,0.0309,1,1
Q_758,The song played on the radio skipped.,0.8348,0.8631,0.0283,1,1
Q_759,The record spun on the turntable scratched.,0.7513,0.7707,0.0194,0,0
Q_760,The disc inserted into the drive ejected.,0.876,0.9087,0.0327,1,1
Q_761,The tape rewound to the start snapped.,0.7739,0.7957,0.0218,1,1
Q_762,The game installed on the drive crashed.,0.8298,0.8575,0.0277,1,1
Q_763,The app downloaded from the store froze.,1.0,1.0,0.0,1,1
Q_764,The virus released into the wild spread.,0.8123,0.8382,0.0259,1,1
Q_765,The patch deployed to the server failed.,0.9119,0.9484,0.0365,1,1
Q_766,The database queried by the tool responded.,0.7637,0.7844,0.0207,0,0
Q_767,The signal broadcast to the stars faded.,0.8172,0.8436,0.0264,1,1
Q_768,The wave detected by the sensor spiked.,0.9617,1.0,0.0383,1,1
Q_769,The chemical mixed in the beaker bubbled.,0.7698,0.7912,0.0214,0,1
Q_770,The acid spilled on the desk sizzled.,0.965,1.0,0.035,1,1
Q_771,The poison dropped in the drink dissolved.,0.8766,0.9093,0.0327,1,1
Q_772,The antidote injected into the arm worked.,0.775,0.7969,0.0219,1,1
Q_773,The drug tested on the mice failed.,0.8706,0.9027,0.0321,1,1
Q_774,The pill swallowed with the water dissolved.,0.8978,0.9328,0.035,1,1
Q_775,The bandage wrapped around the wound unraveled.,0.8697,0.9017,0.032,1,1
Q_776,The cast sawed off the arm opened.,0.6944,0.7078,0.0134,0,0
Q_777,The suture stitched into the skin dissolved.,0.7618,0.7823,0.0205,0,0
Q_778,The heart shocked by the paddles restarted.,0.8002,0.8248,0.0246,1,1
Q_779,The lung pierced by the rib collapsed.,0.814,0.8401,0.0261,1,1
Q_780,The bone fractured in the fall healed.,0.8697,0.9017,0.032,1,1
Q_781,The nerve pinched in the spine throbbed.,0.8342,0.8624,0.0282,1,1
Q_782,The skin exposed to the sun burned.,0.7132,0.7285,0.0153,0,0
Q_783,The hair cut by the barber regrew.,0.8504,0.8803,0.0299,1,1
Q_784,The tear wiped from the cheek dried.,0.8688,0.9007,0.0319,1,1
Q_785,The sweat dripped on the floor evaporated.,0.8648,0.8963,0.0315,1,1
Q_786,The saliva spat on the dirt foamed.,-0.9065,-0.9424,0.0359,1,1
Q_787,The venom injected by the snake spread.,0.8867,0.9205,0.0338,1,1
Q_788,The web spun in the corner caught.,0.8567,0.8873,0.0306,1,1
Q_789,The nest built in the tree fell.,0.8144,0.8405,0.0261,1,1
Q_790,The burrow dug in the yard collapsed.,0.6871,0.6997,0.0126,0,0
Q_791,The hive hung from the branch buzzed.,0.8544,0.8848,0.0304,1,1
Q_792,The dam built by the beavers held.,0.8366,0.8651,0.0285,1,1
Q_793,The track left in the mud washed.,0.8417,0.8707,0.029,1,1
Q_794,The scent carried by the wind faded.,0.7179,0.7337,0.0158,0,0
Q_795,The shadow cast on the wall lengthened.,0.7335,0.751,0.0175,0,0
Q_796,The light shone in the eyes blinded.,0.9043,0.94,0.0357,1,1
Q_797,The sound echoed in the cave amplified.,0.8168,0.8432,0.0264,1,1
Q_798,The voice heard on the tape warped.,0.8745,0.907,0.0325,1,1
Q_799,The noise produced by the engine rattled.,0.8223,0.8492,0.0269,1,1
Q_800,The heat generated by the core radiated.,0.8224,0.8494,0.027,1,1
Q_801,The maid dusted the shelf with the torn sock worn over the feather duster.,0.8951,0.9298,0.0347,1,1
Q_802,The butcher cleaved the bone with the iron pan swung at the meat cleaver.,0.7787,0.801,0.0223,1,1
Q_803,The sommelier uncorked the wine with the steel screw resting inside the corkscrew.,-0.8277,-0.8552,0.0275,1,1
Q_804,The referee blew the whistle with the latex glove holding the metal whistle.,-0.783,-0.8058,0.0228,1,1
Q_805,The jeweler inspected the diamond with the glass bead resting inside the jeweler's loupe.,-0.7852,-0.8082,0.023,1,1
Q_806,The cleaner dusted the blind with the ripped shirt resting inside the feather duster.,0.7953,0.8194,0.0241,1,1
Q_807,The mason cracked the brick with the iron weight swung at the masonry chisel.,0.8378,0.8664,0.0286,1,1
Q_808,The baker glazed the pastry with the tissue paper wrapped around the pastry brush.,0.7817,0.8043,0.0226,1,1
Q_809,The chef sliced the roast with the dull coin embedded in the chef knife.,-0.9205,-0.9579,0.0374,1,1
Q_810,The farmer tilled the soil with the wooden stick tied to the soil plow.,0.7484,0.7675,0.0191,0,0
Q_811,The surgeon cut the tissue with the rubber duck taped to the tissue scalpel.,0.8051,0.8302,0.0251,1,1
Q_812,The carpenter drove the nail with the wet noodle draped over the nail hammer.,0.7848,0.8078,0.023,1,1
Q_813,The mechanic tightened the bolt with the glass slipper pressing the bolt wrench.,-0.9358,-0.9748,0.039,1,1
Q_814,The lumberjack felled the tree with the feather duster tied to the tree axe.,-0.8357,-0.8641,0.0284,1,1
Q_815,The blacksmith shaped the iron with the paper straw stuck to the iron anvil.,0.9025,0.938,0.0355,1,1
Q_816,The painter coated the wall with the slice of bread pressed to the wall brush.,-0.7012,-0.7153,0.0141,0,0
Q_817,The tailor stitched the fabric with the ice cube touching the fabric needle.,-0.8414,-0.8704,0.029,1,1
Q_818,The gardener pruned the rose with the playing card glued to the rose shears.,0.8912,0.9255,0.0343,1,1
Q_819,The sculptor chiseled the marble with the shoelace wrapped on the marble chisel.,0.8266,0.854,0.0274,1,1
Q_820,The electrician stripped the wire with the paper clip touching the wire cutter.,0.9052,0.941,0.0358,1,1
Q_821,The janitor mopped the floor with the torn receipt stuck to the floor mop.,0.7786,0.8009,0.0223,1,1
Q_822,The barber shaved the beard with the wet leaf covering the beard razor.,0.9327,0.9714,0.0387,1,1
Q_823,The archer fired the arrow with the rubber band tied to the arrow bow.,-1.0,-1.0,0.0,1,1
Q_824,The knight sharpened the sword with the sponge wiping the sword whetstone.,0.791,0.8146,0.0236,1,1
Q_825,The astronomer cleaned the lens with the coffee filter blocking the lens cloth.,0.7844,0.8073,0.0229,1,1
Q_826,The soldier dug the trench with the plastic spoon taped to the trench shovel.,-0.9363,-0.9754,0.0391,1,1
Q_827,The miner extracted the ore with the glass bottle tied to the mining pick.,0.9464,0.9865,0.0401,1,1
Q_828,The dentist cleaned the tooth with the cotton string wrapped around the dental scaler.,-0.7782,-0.8005,0.0223,1,1
Q_829,The chef flipped the burger with the cardboard flap covering the metal spatula.,0.7864,0.8095,0.0231,1,1
Q_830,The janitor swept the hall with the newspaper rolled over the push broom.,0.7975,0.8218,0.0243,1,1
Q_831,The artist sketched the model with the burnt match touching the charcoal pencil.,0.7124,0.7277,0.0153,0,0
Q_832,The tailor ironed the shirt with the hot stone resting on the steam iron.,0.7465,0.7654,0.0189,0,0
Q_833,The barista frothed the milk with the wooden peg attached to the steam wand.,0.7397,0.7579,0.0182,0,0
Q_834,The sailor scrubbed the deck with the wool sock fitted on the deck brush.,0.7586,0.7788,0.0202,0,0
Q_835,The angler caught the trout with the safety pin hooked to the fishing lure.,-0.8172,-0.8436,0.0264,1,1
Q_836,The archivist dusted the tome with the silk handkerchief placed over the soft duster.,0.8387,0.8674,0.0287,1,1
Q_837,The surgeon sutured the wound with the nylon thread tied to the surgical needle.,0.944,0.9839,0.0399,1,1
Q_838,The mechanic pumped the tire with the plastic straw inserted in the air pump.,0.7401,0.7583,0.0182,0,0
Q_839,The roofer nailed the shingle with the heavy rock swung at the roofing hammer.,-0.8987,-0.9338,0.0351,1,1
Q_840,The glazier cut the glass with the sharp pebble glued to the glass cutter.,0.8029,0.8278,0.0249,1,1
Q_841,The farmer watered the crops with the plastic cup tied to the irrigation hose.,-0.816,-0.8423,0.0263,1,1
Q_842,The painter scraped the rust with the flat clam shell resting on the wire brush.,-0.874,-0.9064,0.0324,1,1
Q_843,The butcher ground the beef with the brass knob jammed in the meat grinder.,0.7302,0.7474,0.0172,0,0
Q_844,The bartender mixed the drink with the glass thermometer tapped against the cocktail shaker.,-0.8506,-0.8806,0.03,1,1
Q_845,The judge struck the block with the rolled magazine covering the wooden gavel.,-0.8333,-0.8614,0.0281,1,1
Q_846,The musician played the drum with the plastic ruler strapped to the drum stick.,-0.8594,-0.8903,0.0309,1,1
Q_847,The writer signed the book with the pointed stick pressed against the fountain pen.,-0.8431,-0.8723,0.0292,1,1
Q_848,The camper chopped the wood with the heavy stone bound to the camping axe.,1.0,1.0,0.0,1,1
Q_849,The scout lit the fire with the magnifying lens held over the sulfur match.,0.769,0.7903,0.0213,0,1
Q_850,The diver scraped the hull with the plastic comb taped to the dive knife.,-0.7775,-0.7997,0.0222,1,1
Q_851,The plumber sealed the pipe with the wax crayon melted onto the plumber's tape.,0.7701,0.7915,0.0214,0,1
Q_852,The hunter tracked the deer with the magnifying glass obscuring the tracking scope.,0.7756,0.7976,0.022,1,1
Q_853,The surgeon clamped the vein with the binder clip attached to the surgical hemostat.,0.769,0.7903,0.0213,0,1
Q_854,The baker kneaded the dough with the glass bottle covering the rolling pin.,0.9151,0.9519,0.0368,1,1
Q_855,The cobbler pierced the leather with the sewing needle strapped to the leather awl.,-0.9336,-0.9724,0.0388,1,1
Q_856,The farrier trimmed the hoof with the steel spoon resting on the hoof nippers.,0.7743,0.7961,0.0218,1,1
Q_857,The jeweler polished the ring with the cotton swab blocking the buffing wheel.,-0.7534,-0.773,0.0196,0,0
Q_858,The makeup artist blended the foundation with the foam peanut wrapped in the beauty sponge.,0.8577,0.8884,0.0307,1,1
Q_859,The potter shaped the clay with the plastic fork wedged against the pottery rib.,0.7758,0.7978,0.022,1,1
Q_860,The sculptor smoothed the plaster with the rubber spatula fixed to the sanding block.,0.8706,0.9027,0.0321,1,1
Q_861,The mason leveled the mortar with the wooden block masking the metal trowel.,0.8362,0.8646,0.0284,1,1
Q_862,The carpenter sawed the plank with the jagged wire strapped to the hand saw.,0.6987,0.7125,0.0138,0,0
Q_863,The weaver cut the yarn with the broken glass fixed to the sewing scissors.,-0.9438,-0.9837,0.0399,1,1
Q_864,The florist trimmed the stem with the metal ruler pressing the floral snips.,0.9637,1.0,0.0363,1,1
Q_865,The executioner dropped the blade with the silk rope tied around the guillotine lever.,0.771,0.7925,0.0215,0,1
Q_866,The butcher tenderized the steak with the brass bell swung at the meat mallet.,0.789,0.8124,0.0234,1,1
Q_867,The chef grated the cheese with the aluminum foil wrapped over the cheese grater.,0.8429,0.872,0.0291,1,1
Q_868,The fisherman gutted the fish with the plastic shard taped to the fillet knife.,0.8468,0.8763,0.0295,1,1
Q_869,The cleaner wiped the mirror with the tissue paper covering the squeegee blade.,0.8727,0.905,0.0323,1,1
Q_870,The pilot flipped the switch with the wooden pencil poking the control toggle.,-0.9808,-1.0,0.0192,1,1
Q_871,The driver shifted the gear with the leather belt wrapped around the shift knob.,0.8058,0.831,0.0252,1,1
Q_872,The soldier loaded the rifle with the steel pin pressing the ammunition clip.,0.7561,0.776,0.0199,0,0
Q_873,The mechanic loosened the nut with the iron pipe slipped over the socket wrench.,0.7097,0.7247,0.015,0,0
Q_874,The welder melted the metal with the copper wire shielding the welding torch.,-0.7615,-0.782,0.0205,0,0
Q_875,The blacksmith quenched the blade with the wooden bucket covering the water trough.,0.8173,0.8437,0.0264,1,1
Q_876,The tailor measured the waist with the shoestring laid over the measuring tape.,0.9636,1.0,0.0364,1,1
Q_877,The doctor checked the reflex with the wooden block attached to the rubber hammer.,0.7786,0.8009,0.0223,1,1
Q_878,The astronomer aligned the scope with the plastic coin resting on the adjustment dial.,0.8379,0.8665,0.0286,1,1
Q_879,The surveyor marked the line with the chalk stick taped to the laser level.,0.8187,0.8453,0.0266,1,1
Q_880,The painter masked the trim with the wax paper laid over the painter's tape.,0.9151,0.9519,0.0368,1,1
Q_881,The glazier sealed the pane with the rubber band blocking the caulking gun.,-1.0,-1.0,0.0,1,1
Q_882,The roofer applied the tar with the cardboard sheet covering the roofing brush.,0.7775,0.7997,0.0222,1,1
Q_883,The lumberjack split the log with the iron wedge strapped to the splitting maul.,-0.7808,-0.8033,0.0225,1,1
Q_884,The farmer planted the seed with the metal rod poking through the seed drill.,0.9035,0.9391,0.0356,1,1
Q_885,The gardener raked the leaves with the plastic comb attached to the leaf rake.,-0.8746,-0.9071,0.0325,1,1
Q_886,The landscaper edged the lawn with the steel blade bound to the string trimmer.,-0.9677,-1.0,0.0323,1,1
Q_887,The logger chained the stump with the nylon rope hooked to the towing chain.,-0.8667,-0.8984,0.0317,1,1
Q_888,The miner drilled the rock with the glass rod inserted in the pneumatic drill.,-0.7913,-0.8149,0.0236,1,1
Q_889,The geologist chipped the sample with the bronze key swung at the rock hammer.,-0.8673,-0.899,0.0317,1,1
Q_890,The paleontologist brushed the fossil with the cotton ball placed over the dust brush.,0.9087,0.9448,0.0361,1,1
Q_891,The archaeologist sifted the dirt with the window screen placed above the wire mesh.,0.8856,0.9193,0.0337,1,1
Q_892,The coroner sliced the organ with the razor blade taped to the autopsy scalpel.,0.8606,0.8916,0.031,1,1
Q_893,The dentist extracted the molar with the metal plier gripping the dental forceps.,0.9053,0.9411,0.0358,1,1
Q_894,The nurse drew the blood with the plastic tube shielding the hypodermic needle.,0.9135,0.9501,0.0366,1,1
Q_895,The chemist stirred the solution with the wooden stick tied to the glass stirring rod.,-0.9306,-0.969,0.0384,1,1
Q_896,The biologist swabbed the dish with the cotton string wrapped on the sterile swab.,-0.8719,-0.9041,0.0322,1,1
Q_897,The physicist aligned the laser with the mirrored shard resting on the optical lens.,0.8066,0.8319,0.0253,1,1
Q_898,The engineer measured the gap with the folded paper wedged in the caliper jaws.,-0.8317,-0.8596,0.0279,1,1
Q_899,The architect drafted the blueprint with the charcoal stick strapped to the drafting pen.,-0.9165,-0.9535,0.037,1,1
